,Date/Time (LST),Temp (degC),Rel Hum (%),Precip. Amount (mm),Stn Press (kPa),Wind Spd (km/h)
10318,2019-03-06 22:00,-15.9,64.0,,100.95,4.0
10319,2019-03-06 23:00,-19.0,78.0,,100.97,7.0
10320,2019-03-07 00:00,-19.2,78.0,,101.0,3.0
10321,2019-03-07 01:00,-21.7,84.0,,101.01,3.0
10322,2019-03-07 02:00,-22.0,85.0,,101.02,0.0
10323,2019-03-07 03:00,-22.3,85.0,,101.0,0.0
10324,2019-03-07 04:00,-22.5,83.0,,101.01,0.0
10325,2019-03-07 05:00,-23.4,81.0,,101.04,3.0
10326,2019-03-07 06:00,-24.3,80.0,,101.09,0.0
10327,2019-03-07 07:00,-24.9,80.0,,101.14,0.0
10328,2019-03-07 08:00,-23.2,80.0,,101.21,3.0
10329,2019-03-07 09:00,-17.3,75.0,,101.22,5.0
10330,2019-03-07 10:00,-14.5,57.0,,101.22,8.0
10331,2019-03-07 11:00,-12.3,47.0,,101.16,13.0
10332,2019-03-07 12:00,-11.1,51.0,,101.16,9.0
10333,2019-03-07 13:00,-10.1,51.0,,101.11,14.0
10334,2019-03-07 14:00,-9.2,47.0,,101.09,14.0
10335,2019-03-07 15:00,-9.2,44.0,,101.11,17.0
10336,2019-03-07 16:00,-9.2,49.0,,101.11,18.0
10337,2019-03-07 17:00,-9.3,46.0,,101.14,18.0
10338,2019-03-07 18:00,-10.4,48.0,,101.15,10.0
10339,2019-03-07 19:00,-10.5,46.0,,101.15,14.0
10340,2019-03-07 20:00,-11.6,49.0,,101.17,10.0
10341,2019-03-07 21:00,-12.5,50.0,,101.19,0.0
10342,2019-03-07 22:00,-13.9,55.0,,101.25,3.0
10343,2019-03-07 23:00,-14.3,57.0,,101.27,5.0
10344,2019-03-08 00:00,-13.7,55.0,,101.31,10.0
10345,2019-03-08 01:00,-13.8,57.0,,101.34,11.0
10346,2019-03-08 02:00,-14.6,63.0,,101.39,12.0
10347,2019-03-08 03:00,-15.0,66.0,,101.37,12.0
10348,2019-03-08 04:00,-15.5,70.0,,101.38,11.0
10349,2019-03-08 05:00,-16.2,74.0,,101.41,10.0
10350,2019-03-08 06:00,-17.1,78.0,,101.44,7.0
10351,2019-03-08 07:00,-17.2,80.0,,101.43,7.0
10352,2019-03-08 08:00,-14.8,74.0,,101.45,10.0
10353,2019-03-08 09:00,-12.4,70.0,,101.46,14.0
10354,2019-03-08 10:00,-11.1,67.0,,101.44,21.0
10355,2019-03-08 11:00,-9.1,64.0,,101.37,22.0
10356,2019-03-08 12:00,-6.8,58.0,,101.3,23.0
10357,2019-03-08 13:00,-5.3,55.0,,101.22,17.0
10358,2019-03-08 14:00,-4.2,52.0,,101.09,25.0
10359,2019-03-08 15:00,-3.5,51.0,,100.99,19.0
10360,2019-03-08 16:00,-2.7,50.0,,100.9,22.0
10361,2019-03-08 17:00,-3.1,56.0,,100.84,19.0
10362,2019-03-08 18:00,-4.2,63.0,,100.86,16.0
10363,2019-03-08 19:00,-5.0,65.0,,100.9,12.0
10364,2019-03-08 20:00,-5.6,62.0,,100.9,13.0
10365,2019-03-08 21:00,-6.2,63.0,,100.93,14.0
10366,2019-03-08 22:00,-7.0,66.0,,100.98,13.0
10367,2019-03-08 23:00,-7.4,69.0,,100.98,12.0
10368,2019-03-09 00:00,-7.9,73.0,,101.0,12.0
10369,2019-03-09 01:00,-8.4,76.0,,101.05,12.0
10370,2019-03-09 02:00,-9.0,78.0,,101.09,10.0
10371,2019-03-09 03:00,-9.2,79.0,,101.13,13.0
10372,2019-03-09 04:00,-9.9,82.0,,101.21,13.0
10373,2019-03-09 05:00,-9.8,82.0,,101.31,14.0
10374,2019-03-09 06:00,-10.8,86.0,,101.4,14.0
10375,2019-03-09 07:00,-11.6,88.0,,101.54,10.0
10376,2019-03-09 08:00,-10.7,80.0,,101.67,7.0
10377,2019-03-09 09:00,-8.7,71.0,,101.76,4.0
10378,2019-03-09 10:00,-5.8,60.0,,101.82,0.0
10379,2019-03-09 11:00,-3.0,49.0,,101.82,4.0
10380,2019-03-09 12:00,-2.5,51.0,,101.88,11.0
10381,2019-03-09 13:00,-1.4,37.0,,101.91,10.0
10382,2019-03-09 14:00,-1.4,39.0,,101.91,14.0
10383,2019-03-09 15:00,-1.6,35.0,,101.95,14.0
10384,2019-03-09 16:00,-2.2,36.0,,101.95,18.0
10385,2019-03-09 17:00,-3.1,38.0,,101.99,12.0
10386,2019-03-09 18:00,-5.2,43.0,,102.01,12.0
10387,2019-03-09 19:00,-6.7,46.0,,102.02,16.0
10388,2019-03-09 20:00,-8.4,52.0,,101.97,11.0
10389,2019-03-09 21:00,-9.0,54.0,,101.89,8.0
10390,2019-03-09 22:00,-10.0,55.0,,101.91,9.0
10391,2019-03-09 23:00,-10.5,56.0,,101.89,5.0
10392,2019-03-10 00:00,-9.9,54.0,,101.77,12.0
10393,2019-03-10 01:00,-9.7,54.0,,101.66,14.0
10394,2019-03-10 02:00,-9.8,55.0,,101.55,11.0
10395,2019-03-10 03:00,-10.1,59.0,,101.4,15.0
10396,2019-03-10 04:00,-10.0,59.0,,101.25,15.0
10397,2019-03-10 05:00,-9.8,59.0,,101.16,15.0
10398,2019-03-10 06:00,-9.1,60.0,,101.04,21.0
10399,2019-03-10 07:00,-8.1,60.0,,100.94,18.0
10400,2019-03-10 08:00,-8.7,88.0,,100.92,17.0
10401,2019-03-10 09:00,-8.0,91.0,,100.82,13.0
10402,2019-03-10 10:00,-7.6,91.0,,100.65,17.0
10403,2019-03-10 11:00,-7.3,91.0,,100.49,18.0
10404,2019-03-10 12:00,-5.7,91.0,,100.38,17.0
10405,2019-03-10 13:00,-3.2,93.0,,100.2,21.0
10406,2019-03-10 14:00,-1.9,95.0,,100.05,17.0
10407,2019-03-10 15:00,-0.4,95.0,,99.98,17.0
10408,2019-03-10 16:00,0.0,96.0,,99.89,16.0
10409,2019-03-10 17:00,0.2,96.0,,99.82,10.0
10410,2019-03-10 18:00,0.2,97.0,,99.76,15.0
10411,2019-03-10 19:00,0.7,95.0,,99.71,14.0
10412,2019-03-10 20:00,2.0,93.0,,99.69,21.0
10413,2019-03-10 21:00,1.8,93.0,,99.67,20.0
10414,2019-03-10 22:00,1.4,94.0,,99.63,20.0
10415,2019-03-10 23:00,1.4,93.0,,99.6,22.0
10416,2019-03-11 00:00,1.0,95.0,,99.6,21.0
10417,2019-03-11 01:00,1.2,94.0,,99.6,23.0
10418,2019-03-11 02:00,1.5,88.0,,99.61,20.0
10419,2019-03-11 03:00,1.8,81.0,,99.53,26.0
10420,2019-03-11 04:00,1.8,72.0,,99.52,27.0
10421,2019-03-11 05:00,1.6,74.0,,99.53,20.0
10422,2019-03-11 06:00,1.3,81.0,,99.57,30.0
10423,2019-03-11 07:00,0.2,95.0,,99.59,28.0
10424,2019-03-11 08:00,0.7,89.0,,99.61,25.0
10425,2019-03-11 09:00,1.6,80.0,,99.62,27.0
10426,2019-03-11 10:00,1.6,82.0,,99.65,25.0
10427,2019-03-11 11:00,2.5,71.0,,99.67,33.0
10428,2019-03-11 12:00,0.6,88.0,,99.79,15.0
10429,2019-03-11 13:00,2.1,61.0,,99.79,31.0
10430,2019-03-11 14:00,2.0,61.0,,99.84,15.0
10431,2019-03-11 15:00,0.6,68.0,,99.9,20.0
10432,2019-03-11 16:00,0.7,61.0,,99.99,20.0
10433,2019-03-11 17:00,-1.1,82.0,,100.09,16.0
10434,2019-03-11 18:00,-1.0,72.0,,100.17,11.0
10435,2019-03-11 19:00,-1.4,71.0,,100.26,17.0
10436,2019-03-11 20:00,-2.0,74.0,,100.34,14.0
10437,2019-03-11 21:00,-2.5,81.0,,100.38,7.0
10438,2019-03-11 22:00,-2.9,81.0,,100.44,11.0
10439,2019-03-11 23:00,-3.2,76.0,,100.49,8.0
10440,2019-03-12 00:00,-3.3,73.0,,100.55,8.0
10441,2019-03-12 01:00,-3.4,71.0,,100.62,13.0
10442,2019-03-12 02:00,-3.9,71.0,,100.68,13.0
10443,2019-03-12 03:00,-4.7,68.0,,100.72,14.0
10444,2019-03-12 04:00,-5.0,68.0,,100.77,7.0
10445,2019-03-12 05:00,-6.1,72.0,,100.85,7.0
10446,2019-03-12 06:00,-6.7,70.0,,100.92,11.0
10447,2019-03-12 07:00,-7.2,70.0,,101.01,9.0
10448,2019-03-12 08:00,-7.0,63.0,,101.11,12.0
10449,2019-03-12 09:00,-6.3,61.0,,101.2,16.0
10450,2019-03-12 10:00,-5.4,60.0,,101.21,17.0
10451,2019-03-12 11:00,-4.3,59.0,,101.2,16.0
10452,2019-03-12 12:00,-3.4,55.0,,101.22,21.0
10453,2019-03-12 13:00,-2.8,55.0,,101.22,15.0
10454,2019-03-12 14:00,-2.1,54.0,,101.18,16.0
10455,2019-03-12 15:00,-2.2,55.0,,101.23,17.0
10456,2019-03-12 16:00,-1.8,55.0,,101.25,16.0
10457,2019-03-12 17:00,-2.1,55.0,,101.28,18.0
10458,2019-03-12 18:00,-2.6,56.0,,101.33,9.0
10459,2019-03-12 19:00,-3.0,59.0,,101.38,10.0
10460,2019-03-12 20:00,-4.1,61.0,,101.38,0.0
10461,2019-03-12 21:00,-5.3,62.0,,101.37,8.0
10462,2019-03-12 22:00,-5.7,62.0,,101.37,7.0
10463,2019-03-12 23:00,-7.0,67.0,,101.36,8.0
10464,2019-03-13 00:00,-8.4,73.0,,101.36,3.0
10465,2019-03-13 01:00,-7.5,76.0,,101.42,7.0
10466,2019-03-13 02:00,-6.7,75.0,,101.42,6.0
10467,2019-03-13 03:00,-7.5,83.0,,101.35,8.0
10468,2019-03-13 04:00,-8.0,85.0,,101.41,7.0
10469,2019-03-13 05:00,-8.0,87.0,,101.39,6.0
10470,2019-03-13 06:00,-7.5,87.0,,101.4,5.0
10471,2019-03-13 07:00,-6.7,87.0,,101.45,11.0
10472,2019-03-13 08:00,-5.0,85.0,,101.53,10.0
10473,2019-03-13 09:00,-4.1,87.0,,101.55,11.0
10474,2019-03-13 10:00,-3.1,85.0,,101.5,11.0
10475,2019-03-13 11:00,-1.8,81.0,,101.46,8.0
10476,2019-03-13 12:00,-0.6,76.0,,101.39,4.0
10477,2019-03-13 13:00,-0.3,75.0,,101.37,3.0
10478,2019-03-13 14:00,0.8,71.0,,101.27,0.0
10479,2019-03-13 15:00,1.5,67.0,,101.26,5.0
10480,2019-03-13 16:00,1.4,67.0,,101.26,3.0
10481,2019-03-13 17:00,-0.2,88.0,,101.31,8.0
10482,2019-03-13 18:00,-0.8,97.0,,101.33,3.0
10483,2019-03-13 19:00,-0.8,97.0,,101.39,0.0
10484,2019-03-13 20:00,-1.0,98.0,,101.4,4.0
10485,2019-03-13 21:00,-1.1,98.0,,101.43,0.0
10486,2019-03-13 22:00,-1.2,98.0,,101.39,7.0
10487,2019-03-13 23:00,-1.1,99.0,,101.41,4.0
10488,2019-03-14 00:00,-1.7,98.0,,101.33,4.0
10489,2019-03-14 01:00,-1.5,99.0,,101.32,8.0
10490,2019-03-14 02:00,-1.4,99.0,,101.31,8.0
10491,2019-03-14 03:00,-1.5,99.0,,101.25,7.0
10492,2019-03-14 04:00,-1.6,100.0,,101.27,6.0
10493,2019-03-14 05:00,-1.7,100.0,,101.27,11.0
10494,2019-03-14 06:00,-1.6,100.0,,101.3,8.0
10495,2019-03-14 07:00,-1.5,100.0,,101.24,7.0
10496,2019-03-14 08:00,-1.3,99.0,,101.21,13.0
10497,2019-03-14 09:00,-0.9,99.0,,101.13,11.0
10498,2019-03-14 10:00,-0.3,98.0,,101.11,13.0
10499,2019-03-14 11:00,0.5,94.0,,100.94,17.0
10500,2019-03-14 12:00,1.0,91.0,,100.91,17.0
10501,2019-03-14 13:00,1.8,87.0,,100.76,14.0
10502,2019-03-14 14:00,2.6,83.0,,100.68,12.0
10503,2019-03-14 15:00,2.6,81.0,,100.59,13.0
10504,2019-03-14 16:00,2.1,84.0,,100.4,16.0
10505,2019-03-14 17:00,2.3,84.0,,100.32,13.0
10506,2019-03-14 18:00,2.1,85.0,,100.22,0.0
10507,2019-03-14 19:00,2.3,84.0,,100.04,14.0
10508,2019-03-14 20:00,3.0,79.0,,100.03,4.0
10509,2019-03-14 21:00,2.9,79.0,,99.93,5.0
10510,2019-03-14 22:00,2.8,81.0,,99.86,3.0
10511,2019-03-14 23:00,3.1,79.0,,99.78,5.0
10512,2019-03-15 00:00,2.9,80.0,,99.71,10.0
10513,2019-03-15 01:00,2.8,81.0,,99.59,7.0
10514,2019-03-15 02:00,1.7,95.0,,99.28,16.0
10515,2019-03-15 03:00,2.6,91.0,,99.32,11.0
10516,2019-03-15 04:00,2.6,94.0,,99.16,7.0
10517,2019-03-15 05:00,2.1,97.0,,99.17,7.0
10518,2019-03-15 06:00,2.3,99.0,,99.11,5.0
10519,2019-03-15 07:00,2.3,99.0,,99.04,0.0
10520,2019-03-15 08:00,4.7,99.0,,99.01,8.0
10521,2019-03-15 09:00,9.2,74.0,,99.04,26.0
10522,2019-03-15 10:00,9.3,62.0,,99.1,32.0
10523,2019-03-15 11:00,7.5,68.0,,99.18,28.0
10524,2019-03-15 12:00,7.3,69.0,,99.19,21.0
10525,2019-03-15 13:00,7.8,66.0,,99.2,26.0
10526,2019-03-15 14:00,7.6,65.0,,99.18,30.0
10527,2019-03-15 15:00,7.0,67.0,,99.25,21.0
10528,2019-03-15 16:00,6.9,67.0,,99.3,17.0
10529,2019-03-15 17:00,6.6,68.0,,99.33,14.0
10530,2019-03-15 18:00,5.7,72.0,,99.35,14.0
10531,2019-03-15 19:00,5.2,80.0,,99.37,16.0
10532,2019-03-15 20:00,4.2,85.0,,99.37,12.0
10533,2019-03-15 21:00,3.7,91.0,,99.33,14.0
10534,2019-03-15 22:00,3.1,94.0,,99.3,17.0
10535,2019-03-15 23:00,3.0,96.0,,99.29,14.0
10536,2019-03-16 00:00,2.8,94.0,,99.25,17.0
10537,2019-03-16 01:00,2.6,94.0,,99.24,22.0
10538,2019-03-16 02:00,2.2,92.0,,99.23,19.0
10539,2019-03-16 03:00,2.1,84.0,,99.22,23.0
10540,2019-03-16 04:00,1.4,75.0,,99.29,27.0
10541,2019-03-16 05:00,1.0,76.0,,99.35,19.0
10542,2019-03-16 06:00,0.8,74.0,,99.43,24.0
10543,2019-03-16 07:00,0.0,80.0,,99.52,26.0
10544,2019-03-16 08:00,-0.6,60.0,,99.61,26.0
10545,2019-03-16 09:00,-2.4,64.0,,99.78,16.0
10546,2019-03-16 10:00,-2.3,57.0,,99.89,17.0
10547,2019-03-16 11:00,-1.9,52.0,,99.97,27.0
10548,2019-03-16 12:00,-1.1,48.0,,100.03,21.0
10549,2019-03-16 13:00,-0.9,50.0,,100.07,24.0
10550,2019-03-16 14:00,-1.0,50.0,,100.13,23.0
10551,2019-03-16 15:00,-1.3,50.0,,100.21,18.0
10552,2019-03-16 16:00,-1.6,50.0,,100.27,14.0
10553,2019-03-16 17:00,-1.6,52.0,,100.31,12.0
10554,2019-03-16 18:00,-2.0,53.0,,100.37,9.0
10555,2019-03-16 19:00,-2.1,49.0,,100.42,19.0
10556,2019-03-16 20:00,-2.6,51.0,,100.47,8.0
10557,2019-03-16 21:00,-3.3,55.0,,100.49,15.0
10558,2019-03-16 22:00,-4.2,62.0,,100.53,12.0
10559,2019-03-16 23:00,-4.9,56.0,,100.57,16.0
10560,2019-03-17 00:00,-5.4,50.0,,100.59,15.0
10561,2019-03-17 01:00,-6.5,50.0,,100.67,9.0
10562,2019-03-17 02:00,-6.8,51.0,,100.71,14.0
10563,2019-03-17 03:00,-6.8,53.0,,100.73,7.0
10564,2019-03-17 04:00,-7.2,60.0,,100.76,5.0
10565,2019-03-17 05:00,-7.3,66.0,,100.84,11.0
10566,2019-03-17 06:00,-8.6,60.0,,100.94,13.0
10567,2019-03-17 07:00,-9.0,62.0,,100.99,9.0
10568,2019-03-17 08:00,-7.6,57.0,,101.01,14.0
10569,2019-03-17 09:00,-6.9,54.0,,101.02,18.0
10570,2019-03-17 10:00,-6.2,54.0,,101.01,17.0
10571,2019-03-17 11:00,-5.4,50.0,,100.97,23.0
10572,2019-03-17 12:00,-5.0,54.0,,100.97,16.0
10573,2019-03-17 13:00,-3.6,45.0,,100.93,26.0
10574,2019-03-17 14:00,-4.0,48.0,,100.88,23.0
10575,2019-03-17 15:00,-3.6,48.0,,100.87,17.0
10576,2019-03-17 16:00,-3.3,46.0,,100.84,17.0
10577,2019-03-17 17:00,-3.3,45.0,,100.85,17.0
10578,2019-03-17 18:00,-3.8,48.0,,100.89,15.0
10579,2019-03-17 19:00,-4.4,51.0,,100.95,9.0
10580,2019-03-17 20:00,-5.8,57.0,,101.0,5.0
10581,2019-03-17 21:00,-6.6,58.0,,101.02,5.0
10582,2019-03-17 22:00,-6.6,56.0,,101.06,6.0
10583,2019-03-17 23:00,-7.4,56.0,,101.09,8.0
10584,2019-03-18 00:00,-7.7,57.0,,101.1,9.0
10585,2019-03-18 01:00,-9.1,66.0,,101.12,6.0
10586,2019-03-18 02:00,-9.4,67.0,,101.12,8.0
10587,2019-03-18 03:00,-9.8,68.0,,101.13,12.0
10588,2019-03-18 04:00,-11.0,73.0,,101.17,7.0
10589,2019-03-18 05:00,-11.6,76.0,,101.2,7.0
10590,2019-03-18 06:00,-12.7,79.0,,101.26,0.0
10591,2019-03-18 07:00,-11.9,76.0,,101.31,5.0
10592,2019-03-18 08:00,-9.7,61.0,,101.35,9.0
10593,2019-03-18 09:00,-7.3,52.0,,101.4,8.0
10594,2019-03-18 10:00,-5.0,38.0,,101.39,14.0
10595,2019-03-18 11:00,-4.3,43.0,,101.38,7.0
10596,2019-03-18 12:00,-3.5,39.0,,101.38,19.0
10597,2019-03-18 13:00,-2.6,40.0,,101.34,17.0
10598,2019-03-18 14:00,-2.5,38.0,,101.31,21.0
10599,2019-03-18 15:00,-2.1,38.0,,101.29,18.0
10600,2019-03-18 16:00,-1.8,40.0,,101.29,15.0
10601,2019-03-18 17:00,-2.2,39.0,,101.32,17.0
10602,2019-03-18 18:00,-3.3,43.0,,101.38,11.0
10603,2019-03-18 19:00,-4.9,53.0,,101.45,6.0
10604,2019-03-18 20:00,-5.8,52.0,,101.52,5.0
10605,2019-03-18 21:00,-6.1,43.0,,101.55,0.0
10606,2019-03-18 22:00,-8.4,51.0,,101.57,0.0
10607,2019-03-18 23:00,-9.1,57.0,,101.6,0.0
10608,2019-03-19 00:00,-11.0,61.0,,101.63,0.0
10609,2019-03-19 01:00,-11.8,67.0,,101.68,0.0
10610,2019-03-19 02:00,-12.7,70.0,,101.72,0.0
10611,2019-03-19 03:00,-13.3,68.0,,101.7,0.0
10612,2019-03-19 04:00,-14.6,67.0,,101.73,5.0
10613,2019-03-19 05:00,-14.2,60.0,,101.78,4.0
10614,2019-03-19 06:00,-14.7,62.0,,101.84,0.0
10615,2019-03-19 07:00,-14.1,61.0,,101.89,0.0
10616,2019-03-19 08:00,-12.0,51.0,,101.92,0.0
10617,2019-03-19 09:00,-8.5,45.0,,101.96,0.0
10618,2019-03-19 10:00,-4.9,34.0,,101.96,7.0
10619,2019-03-19 11:00,-3.4,35.0,,101.95,11.0
10620,2019-03-19 12:00,-2.1,30.0,,101.92,14.0
10621,2019-03-19 13:00,-1.6,30.0,,101.87,20.0
10622,2019-03-19 14:00,-0.8,34.0,,101.81,17.0
10623,2019-03-19 15:00,-0.5,31.0,,101.79,18.0
10624,2019-03-19 16:00,-0.3,34.0,,101.75,17.0
10625,2019-03-19 17:00,-0.6,36.0,,101.73,17.0
10626,2019-03-19 18:00,-1.6,39.0,,101.73,6.0
10627,2019-03-19 19:00,-3.9,46.0,,101.73,7.0
10628,2019-03-19 20:00,-5.4,52.0,,101.73,5.0
10629,2019-03-19 21:00,-6.5,56.0,,101.7,5.0
10630,2019-03-19 22:00,-7.0,60.0,,101.71,0.0
10631,2019-03-19 23:00,-7.4,62.0,,101.67,5.0
10632,2019-03-20 00:00,-9.6,69.0,,101.66,7.0
10633,2019-03-20 01:00,-9.2,74.0,,101.66,0.0
10634,2019-03-20 02:00,-9.1,70.0,,101.65,5.0
10635,2019-03-20 03:00,-9.1,72.0,,101.6,5.0
10636,2019-03-20 04:00,-9.7,78.0,,101.57,3.0
10637,2019-03-20 05:00,-10.4,81.0,,101.57,4.0
10638,2019-03-20 06:00,-10.1,85.0,,101.55,0.0
10639,2019-03-20 07:00,-9.7,78.0,,101.56,4.0
10640,2019-03-20 08:00,-6.2,73.0,,101.56,4.0
10641,2019-03-20 09:00,-3.5,67.0,,101.55,3.0
10642,2019-03-20 10:00,-1.0,62.0,,101.51,0.0
10643,2019-03-20 11:00,1.8,55.0,,101.46,11.0
10644,2019-03-20 12:00,2.4,54.0,,101.42,7.0
10645,2019-03-20 13:00,4.2,49.0,,101.31,6.0
10646,2019-03-20 14:00,4.7,48.0,,101.23,5.0
10647,2019-03-20 15:00,5.4,47.0,,101.15,7.0
10648,2019-03-20 16:00,6.6,44.0,,101.09,11.0
10649,2019-03-20 17:00,6.0,48.0,,101.07,10.0
10650,2019-03-20 18:00,5.4,51.0,,101.1,9.0
10651,2019-03-20 19:00,4.4,53.0,,101.07,8.0
10652,2019-03-20 20:00,2.9,59.0,,101.07,10.0
10653,2019-03-20 21:00,1.7,63.0,,101.08,3.0
10654,2019-03-20 22:00,0.9,67.0,,101.05,0.0
10655,2019-03-20 23:00,-0.2,71.0,,101.02,0.0
10656,2019-03-21 00:00,-1.3,78.0,,100.98,0.0
10657,2019-03-21 01:00,-1.2,79.0,,100.96,0.0
10658,2019-03-21 02:00,-1.5,81.0,,100.93,3.0
10659,2019-03-21 03:00,-1.6,83.0,,100.86,3.0
10660,2019-03-21 04:00,-1.3,84.0,,100.83,0.0
10661,2019-03-21 05:00,-1.3,85.0,,100.83,7.0
10662,2019-03-21 06:00,-1.4,86.0,,100.81,0.0
10663,2019-03-21 07:00,-0.9,83.0,,100.83,0.0
10664,2019-03-21 08:00,0.0,80.0,,100.8,4.0
10665,2019-03-21 09:00,1.6,74.0,,100.76,3.0
10666,2019-03-21 10:00,4.1,71.0,,100.69,9.0
10667,2019-03-21 11:00,4.6,73.0,,100.62,14.0
10668,2019-03-21 12:00,4.5,72.0,,100.56,10.0
10669,2019-03-21 13:00,5.3,67.0,,100.48,7.0
10670,2019-03-21 14:00,5.8,63.0,,100.36,7.0
10671,2019-03-21 15:00,6.2,59.0,,100.28,7.0
10672,2019-03-21 16:00,5.9,61.0,,100.2,7.0
10673,2019-03-21 17:00,5.3,59.0,,100.15,8.0
10674,2019-03-21 18:00,4.0,68.0,,100.11,4.0
10675,2019-03-21 19:00,2.6,85.0,,100.07,5.0
10676,2019-03-21 20:00,1.5,95.0,,100.02,4.0
10677,2019-03-21 21:00,1.8,96.0,,99.99,0.0
10678,2019-03-21 22:00,2.7,97.0,,99.89,4.0
10679,2019-03-21 23:00,2.6,98.0,,99.84,10.0
10680,2019-03-22 00:00,2.2,99.0,,99.71,13.0
10681,2019-03-22 01:00,2.0,99.0,,99.66,8.0
10682,2019-03-22 02:00,1.9,99.0,,99.58,8.0
10683,2019-03-22 03:00,1.5,99.0,,99.51,10.0
10684,2019-03-22 04:00,1.4,99.0,,99.36,0.0
10685,2019-03-22 05:00,1.1,100.0,,99.25,7.0
10686,2019-03-22 06:00,0.9,100.0,,99.21,3.0
10687,2019-03-22 07:00,1.0,100.0,,99.18,7.0
10688,2019-03-22 08:00,0.9,100.0,,99.12,8.0
10689,2019-03-22 09:00,0.4,100.0,,99.06,6.0
10690,2019-03-22 10:00,0.6,99.0,,98.98,7.0
10691,2019-03-22 11:00,1.2,97.0,,98.83,10.0
10692,2019-03-22 12:00,2.1,91.0,,98.71,13.0
10693,2019-03-22 13:00,3.2,88.0,,98.59,10.0
10694,2019-03-22 14:00,3.3,88.0,,98.51,13.0
10695,2019-03-22 15:00,3.5,93.0,,98.44,8.0
10696,2019-03-22 16:00,3.1,91.0,,98.46,12.0
10697,2019-03-22 17:00,2.8,93.0,,98.47,11.0
10698,2019-03-22 18:00,2.8,92.0,,98.49,14.0
10699,2019-03-22 19:00,2.9,90.0,,98.5,19.0
10700,2019-03-22 20:00,3.0,87.0,,98.5,23.0
10701,2019-03-22 21:00,2.0,89.0,,98.54,19.0
10702,2019-03-22 22:00,1.7,81.0,,98.53,28.0
10703,2019-03-22 23:00,1.3,73.0,,98.54,34.0
10704,2019-03-23 00:00,0.5,71.0,,98.65,22.0
10705,2019-03-23 01:00,-1.0,78.0,,98.77,27.0
10706,2019-03-23 02:00,-1.3,72.0,,98.83,18.0
10707,2019-03-23 03:00,-1.9,70.0,,98.94,21.0
10708,2019-03-23 04:00,-2.9,70.0,,99.1,13.0
10709,2019-03-23 05:00,-3.3,70.0,,99.23,13.0
10710,2019-03-23 06:00,-3.9,70.0,,99.37,8.0
10711,2019-03-23 07:00,-4.7,70.0,,99.52,19.0
10712,2019-03-23 08:00,-4.9,69.0,,99.62,17.0
10713,2019-03-23 09:00,-5.3,66.0,,99.73,16.0
10714,2019-03-23 10:00,-4.0,61.0,,99.83,16.0
10715,2019-03-23 11:00,-2.6,50.0,,99.9,25.0
10716,2019-03-23 12:00,-0.8,42.0,,99.97,21.0
10717,2019-03-23 13:00,0.2,43.0,,100.01,17.0
10718,2019-03-23 14:00,0.4,38.0,,100.05,27.0
10719,2019-03-23 15:00,1.4,35.0,,100.1,14.0
10720,2019-03-23 16:00,0.8,40.0,,100.12,25.0
10721,2019-03-23 17:00,0.5,49.0,,100.16,12.0
10722,2019-03-23 18:00,-0.8,49.0,,100.23,20.0
10723,2019-03-23 19:00,-1.1,48.0,,100.3,19.0
10724,2019-03-23 20:00,-1.2,46.0,,100.38,18.0
10725,2019-03-23 21:00,-1.1,43.0,,100.39,19.0
10726,2019-03-23 22:00,-1.9,45.0,,100.41,16.0
10727,2019-03-23 23:00,-2.2,46.0,,100.43,21.0
10728,2019-03-24 00:00,-2.7,51.0,,100.45,18.0
10729,2019-03-24 01:00,-3.0,53.0,,100.44,16.0
10730,2019-03-24 02:00,-3.4,57.0,,100.43,18.0
10731,2019-03-24 03:00,-3.2,60.0,,100.39,21.0
10732,2019-03-24 04:00,-3.7,66.0,,100.38,18.0
10733,2019-03-24 05:00,-4.1,69.0,,100.39,16.0
10734,2019-03-24 06:00,-4.5,71.0,,100.41,15.0
10735,2019-03-24 07:00,-3.9,70.0,,100.44,14.0
10736,2019-03-24 08:00,-2.6,69.0,,100.49,16.0
10737,2019-03-24 09:00,-0.9,66.0,,100.5,18.0
10738,2019-03-24 10:00,0.4,61.0,,100.51,20.0
10739,2019-03-24 11:00,1.4,60.0,,100.5,16.0
10740,2019-03-24 12:00,2.0,57.0,,100.51,13.0
10741,2019-03-24 13:00,2.4,59.0,,100.5,16.0
10742,2019-03-24 14:00,1.0,79.0,,100.5,18.0
10743,2019-03-24 15:00,1.4,79.0,,100.47,10.0
10744,2019-03-24 16:00,0.9,72.0,,100.44,12.0
10745,2019-03-24 17:00,1.2,61.0,,100.44,8.0
10746,2019-03-24 18:00,0.7,57.0,,100.46,14.0
10747,2019-03-24 19:00,-0.4,63.0,,100.5,7.0
10748,2019-03-24 20:00,-1.0,71.0,,100.56,13.0
10749,2019-03-24 21:00,-1.9,78.0,,100.63,10.0
10750,2019-03-24 22:00,-3.2,83.0,,100.66,5.0
10751,2019-03-24 23:00,-3.9,74.0,,100.71,6.0
10752,2019-03-25 00:00,-4.7,66.0,,100.78,8.0
10753,2019-03-25 01:00,-5.1,54.0,,100.84,8.0
10754,2019-03-25 02:00,-6.6,65.0,,100.91,6.0
10755,2019-03-25 03:00,-7.1,46.0,,100.95,5.0
10756,2019-03-25 04:00,-7.3,35.0,,100.99,7.0
10757,2019-03-25 05:00,-9.6,43.0,,101.03,6.0
